accuracy,loss,val_accuracy,val_loss
0.6686005592346191,0.5984624624252319,0.7623049020767212,0.49269819259643555
0.7799339890480042,0.46535933017730713,0.8067227005958557,0.4127008318901062
0.8353506326675415,0.3676372170448303,0.8261304497718811,0.3914302885532379
0.8746123909950256,0.2957935333251953,0.842737078666687,0.373245507478714
0.914274275302887,0.20890676975250244,0.8181272745132446,0.4281643331050873
